category,concept_id,score,fi
Depress,443237,1,vafi
Depress,4150985,1,vafi
Depress,439256,1,vafi
Depress,439254,1,vafi
Depress,35622934,1,vafi
Depress,436665,1,vafi
Depress,4195572,1,vafi
Depress,4049623,1,vafi
Depress,441534,1,vafi
Depress,438406,1,vafi
Depress,4282096,1,vafi
Depress,4228802,1,vafi
Depress,4077577,1,vafi
Depress,435220,1,vafi
Depress,434911,1,vafi
Depress,4098302,1,vafi
Depress,4282316,1,vafi
Depress,433440,1,vafi
Depress,444100,1,vafi
Anxiety,4211231,1,vafi
Anxiety,434613,1,vafi
Anxiety,442077,1,vafi
Anxiety,444259,1,vafi
Anxiety,444079,1,vafi
Anxiety,4077963,1,vafi
Anxiety,4049367,1,vafi
Anxiety,4269569,1,vafi
Anxiety,441838,1,vafi
Anxiety,4039212,1,vafi
Dementia,374341,1,vafi
PerNeuro,378420,1,vafi
PerNeuro,4031170,1,vafi
Dementia,4031170,1,vafi
PD,381270,1,vafi
PD,374013,1,vafi
PD,4064308,1,vafi
PD,4046093,1,vafi
PD,43531003,1,vafi
PD,4151937,1,vafi
PD,443782,1,vafi
Dementia,4218017,1,vafi
Dementia,4220313,1,vafi
Dementia,378419,1,vafi
Dementia,373179,1,vafi
Dementia,37016176,1,vafi
CVA,4048785,1,vafi
CVA,4112020,1,vafi
CVA,381036,1,vafi
CVA,4338523,1,vafi
CVA,373503,1,vafi
CVA,4110194,1,vafi
CVA,4108360,1,vafi
CVA,4110195,1,vafi
CVA,4111710,1,vafi
CVA,4111711,1,vafi
CVA,4045737,1,vafi
CVA,4045738,1,vafi
CVA,4046360,1,vafi
CVA,381591,1,vafi
PerNeuro,380394,1,vafi
PerNeuro,375806,1,vafi
PerNeuro,4105020,1,vafi
PerNeuro,381551,1,vafi
PerNeuro,378421,1,vafi
PerNeuro,373470,1,vafi
PerNeuro,376686,1,vafi
Fatigue,4202045,1,vafi
Dementia,372887,1,vafi
PerNeuro,4080146,1,vafi
Vision,437541,1,vafi
Vision,436972,1,vafi
Vision,374034,1,vafi
Vision,4147638,1,vafi
Vision,4023310,1,vafi
Hearing,4110815,1,vafi
Hearing,374366,1,vafi
Hearing,436421,1,vafi
Hearing,379832,1,vafi
Hearing,381306,1,vafi
HTN,320128,1,vafi
HF,444101,1,vafi
HTN,444101,1,vafi
HTN,319034,1,vafi
HTN,443919,1,vafi
HTN,44782429,1,vafi
HF,439696,1,vafi
HTN,439696,1,vafi
HTN,44784621,1,vafi
HTN,317895,1,vafi
HTN,443771,1,vafi
HTN,4110948,1,vafi
HTN,319826,1,vafi
CAD,315296,1,vafi
CAD,4296653,1,vafi
CAD,4270024,1,vafi
CAD,4108677,1,vafi
CAD,4108218,1,vafi
CAD,45766114,1,vafi
CAD,4108678,1,vafi
CAD,438172,1,vafi
CAD,4119953,1,vafi
CAD,4108679,1,vafi
CAD,4108219,1,vafi
CAD,4108220,1,vafi
CAD,4108680,1,vafi
CAD,433128,1,vafi
CAD,4108215,1,vafi
CAD,37311078,1,vafi
CAD,319844,1,vafi
CAD,314666,1,vafi
CAD,438168,1,vafi
CAD,4110961,1,vafi
CAD,4124683,1,vafi
CAD,315286,1,vafi
AFIB,4154290,1,vafi
HF,439846,1,vafi
CAD,4108950,1,vafi
CAD,438171,1,vafi
CVA,4148906,1,vafi
CVA,43530727,1,vafi
CVA,4049659,1,vafi
CVA,4176892,1,vafi
CVA,42535425,1,vafi
CVA,4319328,1,vafi
CVA,43530674,1,vafi
CVA,4144154,1,vafi
CVA,4110186,1,vafi
CVA,4111714,1,vafi
CVA,4159164,1,vafi
CVA,43022059,1,vafi
CVA,255919,1,vafi
CVA,443239,1,vafi
CVA,4112024,1,vafi
CVA,372924,1,vafi
PVD,37016924,1,vafi
CVA,316437,1,vafi
PVD,312934,1,vafi
Kidney,195834,1,vafi
PVD,195834,1,vafi
PVD,40479625,1,vafi
PVD,441875,1,vafi
PVD,441051,1,vafi
PVD,195559,1,vafi
PVD,321314,1,vafi
PVD,433222,1,vafi
PVD,436996,1,vafi
PVD,312343,1,vafi
PVD,317585,1,vafi
PVD,4121629,1,vafi
PVD,438778,1,vafi
PVD,194385,1,vafi
PVD,196433,1,vafi
PVD,432933,1,vafi
PVD,312336,1,vafi
PVD,4332246,1,vafi
PVD,312939,1,vafi
PVD,321052,1,vafi
PVD,314965,1,vafi
PVD,444264,1,vafi
PVD,312337,1,vafi
PVD,4234480,1,vafi
PVD,317305,1,vafi
PVD,321886,1,vafi
PVD,37204824,1,vafi
PVD,194393,1,vafi
PVD,319047,1,vafi
PVD,314659,1,vafi
PVD,321887,1,vafi
PVD,4324395,1,vafi
PVD,443784,1,vafi
PVD,313219,1,vafi
PVD,199837,1,vafi
PVD,196715,1,vafi
PVD,439838,1,vafi
PVD,193512,1,vafi
Lung,256451,1,vafi
Lung,261889,1,vafi
Lung,257905,1,vafi
Lung,4112826,1,vafi
Lung,255841,1,vafi
Lung,4163244,1,vafi
Lung,4177944,1,vafi
Lung,4286497,1,vafi
Lung,261325,1,vafi
Lung,4110056,1,vafi
Lung,257004,1,vafi
Lung,255573,1,vafi
Lung,4311814,1,vafi
Lung,4027669,1,vafi
Lung,4302900,1,vafi
Lung,320136,1,vafi
Lung,435298,1,vafi
Lung,437588,1,vafi
Lung,439853,1,vafi
Lung,443890,1,vafi
Lung,434975,1,vafi
Lung,433233,1,vafi
Lung,438175,1,vafi
Lung,434670,1,vafi
Lung,444084,1,vafi
Lung,4057432,1,vafi
Lung,261895,1,vafi
PVD,199064,1,vafi
PVD,4134603,1,vafi
Liver,193256,1,vafi
Liver,4340385,1,vafi
Liver,201612,1,vafi
Liver,4058694,1,vafi
Liver,4059297,1,vafi
Liver,4059298,1,vafi
Liver,4055225,1,vafi
Liver,4058695,1,vafi
Liver,4055224,1,vafi
Liver,199867,1,vafi
Liver,4238978,1,vafi
Liver,4026125,1,vafi
Liver,200763,1,vafi
Liver,4340394,1,vafi
Liver,4340948,1,vafi
Liver,4135822,1,vafi
Liver,4046123,1,vafi
Liver,192675,1,vafi
Liver,4340941,1,vafi
Liver,4313846,1,vafi
Liver,200762,1,vafi
Liver,194990,1,vafi
Liver,4059290,1,vafi
Liver,200451,1,vafi
Liver,4058696,1,vafi
Liver,194417,1,vafi
Liver,4240725,1,vafi
PVD,4277276,1,vafi
Liver,192680,1,vafi
Liver,194984,1,vafi
Arthritis,4344166,1,vafi
Arthritis,74125,1,vafi
Arthritis,440674,1,vafi
Arthritis,4155797,1,vafi
Arthritis,4066493,1,vafi
Arthritis,4116450,1,vafi
Arthritis,4116451,1,vafi
Arthritis,80180,1,vafi
Arthritis,4079749,1,vafi
Arthritis,46273178,1,vafi
Arthritis,4079750,1,vafi
Arthritis,4242103,1,vafi
Arthritis,4343935,1,vafi
Arthritis,4290976,1,vafi
PVD,4039691,1,vafi
Arthritis,255348,1,vafi
Chronpain,134736,1,vafi
Chronpain,40405599,1,vafi
Osteo,4004623,1,vafi
Kidney,4056474,1,vafi
Kidney,4058988,1,vafi
Kidney,4058989,1,vafi
Kidney,4059457,1,vafi
Kidney,4058990,1,vafi
Kidney,4056475,1,vafi
Kidney,4058991,1,vafi
Kidney,4059458,1,vafi
Kidney,4054993,1,vafi
Kidney,4056479,1,vafi
Kidney,46270347,1,vafi
Kidney,4056462,1,vafi
Kidney,4059463,1,vafi
Kidney,4059584,1,vafi
Kidney,4055899,1,vafi
Kidney,4056480,1,vafi
Kidney,4059452,1,vafi
Kidney,443614,1,vafi
Kidney,443601,1,vafi
Kidney,443612,1,vafi
Kidney,443611,1,vafi
Kidney,46271022,1,vafi
Kidney,192359,1,vafi
Kidney,197921,1,vafi
Kidney,438476,1,vafi
Kidney,193519,1,vafi
Incont,195007,1,vafi
GaitAb,4096848,1,vafi
GaitAb,4248196,1,vafi
GaitAb,36714126,1,vafi
GaitAb,437584,1,vafi
GaitAb,441417,1,vafi
Falls,4059015,1,vafi
Incont,197672,1,vafi
Dementia,4152347,1,vafi
Dementia,4229897,1,vafi
Dementia,4229448,1,vafi
Dementia,4198081,1,vafi
Dementia,439147,1,vafi
Dementia,4090207,1,vafi
Muscular,442165,1,vafi
WgtLoss,435928,1,vafi
WgtLoss,435372,1,vafi
Muscular,134765,1,vafi
Kidney,42539502,1,vafi
CAD,42537730,1,vafi
Kidney,4019967,1,vafi
Cancer,4170421,1,vafi
Cancer,40486465,1,vafi
Cancer,40492266,1,vafi
Cancer,40492267,1,vafi
Cancer,40490328,1,vafi
Diabetes,380097,1,vafi
Diabetes,195771,1,vafi
Diabetes,35626038,1,vafi
Diabetes,35626039,1,vafi
Diabetes,378743,1,vafi
Diabetes,35626041,1,vafi
Diabetes,35626042,1,vafi
Diabetes,37016358,1,vafi
Diabetes,35626043,1,vafi
Diabetes,35626044,1,vafi
Diabetes,4290822,1,vafi
Diabetes,4266637,1,vafi
Diabetes,4255401,1,vafi
Diabetes,4252356,1,vafi
Diabetes,380096,1,vafi
Diabetes,4338901,1,vafi
Diabetes,4212441,1,vafi
Diabetes,4215961,1,vafi
Diabetes,35626067,1,vafi
Diabetes,35626068,1,vafi
Diabetes,4202383,1,vafi
Diabetes,37016356,1,vafi
Diabetes,45757435,1,vafi
Diabetes,45770881,1,vafi
Diabetes,43530656,1,vafi
Diabetes,43530685,1,vafi
Diabetes,45770830,1,vafi
Diabetes,45773064,1,vafi
Diabetes,377552,1,vafi
Depress,440383,1,vafi
Depress,37396201,1,vafi
Vision,372629,1,vafi
Vision,376966,1,vafi
Vision,435262,1,vafi
Vision,376981,1,vafi
CVA,4110189,1,vafi
CVA,4273526,1,vafi
CVA,4311124,1,vafi
CVA,4110190,1,vafi
CVA,4274969,1,vafi
CVA,4213731,1,vafi
CVA,46270031,1,vafi
CVA,313226,1,vafi
CVA,4043731,1,vafi
CVA,45767658,1,vafi
CVA,4110192,1,vafi
CVA,45772786,1,vafi
CVA,4108356,1,vafi
CVA,40482301,1,vafi
Dementia,40482301,1,vafi
PVD,4117771,1,vafi
PVD,4180026,1,vafi
PVD,46272492,1,vafi
PVD,37016888,1,vafi
PVD,37016886,1,vafi
PVD,37016885,1,vafi
PVD,4340375,1,vafi
PVD,201894,1,vafi
PVD,4319280,1,vafi
PVD,4136809,1,vafi
Arthritis,4294300,1,vafi
Falls,440825,1,vafi
Incont,4126278,1,vafi
Falls,4177069,1,vafi
Falls,40490826,1,vafi
Falls,36717462,1,vafi
Falls,45757331,1,vafi
Falls,45757332,1,vafi
Falls,36715597,1,vafi
Falls,36715598,1,vafi
DuraMed,40217133,1,vafi
DuraMed,40217378,1,vafi
DuraMed,40217379,1,vafi
DuraMed,40217380,1,vafi
DuraMed,40217383,1,vafi
DuraMed,40217407,1,vafi
DuraMed,40217408,1,vafi
DuraMed,40217486,1,vafi
DuraMed,40217487,1,vafi
DuraMed,40217514,1,vafi
DuraMed,40217516,1,vafi
DuraMed,40217517,1,vafi
DuraMed,40217518,1,vafi
DuraMed,40217519,1,vafi
DuraMed,40217520,1,vafi
DuraMed,40217521,1,vafi
DuraMed,40217522,1,vafi
DuraMed,40217523,1,vafi
DuraMed,40217524,1,vafi
DuraMed,40217525,1,vafi
DuraMed,40217526,1,vafi
DuraMed,40217533,1,vafi
DuraMed,40217534,1,vafi
DuraMed,40217535,1,vafi
DuraMed,40217536,1,vafi
DuraMed,40217537,1,vafi
DuraMed,40217538,1,vafi
DuraMed,40217539,1,vafi
DuraMed,40217540,1,vafi
DuraMed,40217541,1,vafi
DuraMed,40217542,1,vafi
DuraMed,40217544,1,vafi
DuraMed,40217680,1,vafi
DuraMed,40659758,1,vafi
CVA,40662383,1,vafi
CAD,40663264,1,vafi
DuraMed,40664438,1,vafi
DuraMed,40664490,1,vafi
DuraMed,40664559,1,vafi
DuraMed,40664575,1,vafi
DuraMed,40664608,1,vafi
DuraMed,40664609,1,vafi
Cancer,40664624,1,vafi
CVA,40664646,1,vafi
DuraMed,40664650,1,vafi
DuraMed,40664651,1,vafi
DuraMed,40664663,1,vafi
Anemia,40664666,1,vafi
DuraMed,40664688,1,vafi
HF,40664695,1,vafi
DuraMed,40664704,1,vafi
DuraMed,40664724,1,vafi
HTN,40664748,1,vafi
CVA,40664788,1,vafi
HF,40664797,1,vafi
DuraMed,40664814,1,vafi
DuraMed,40664841,1,vafi
Cancer,40664869,1,vafi
Cancer,40664870,1,vafi
DuraMed,40664880,1,vafi
CAD,40756830,1,vafi
PVD,40756856,1,vafi
PVD,40756997,1,vafi
PVD,40757057,1,vafi
PVD,40757135,1,vafi
Kidney,42738339,1,vafi
Kidney,42738679,1,vafi
CAD,42738799,1,vafi
Kidney,42739840,1,vafi
Kidney,42739891,1,vafi
Dementia,42742415,1,vafi
Dementia,42742416,1,vafi
Dementia,42742417,1,vafi
HF,42742422,1,vafi
HF,42742425,1,vafi
HF,42742426,1,vafi
HTN,42742439,1,vafi
CAD,43527908,1,vafi
CAD,43527909,1,vafi
CAD,43527994,1,vafi
CAD,43527995,1,vafi
CAD,43527996,1,vafi
CAD,43527997,1,vafi
CAD,43527998,1,vafi
CAD,43527999,1,vafi
CAD,43528000,1,vafi
CAD,43528001,1,vafi
CAD,43528002,1,vafi
CAD,43528003,1,vafi
CAD,43528004,1,vafi
AFIB,43528008,1,vafi
AFIB,43528009,1,vafi
CAD,43533186,1,vafi
CAD,43533187,1,vafi
Anemia,43533195,1,vafi
CAD,43533223,1,vafi
Cancer,43533226,1,vafi
HF,43533228,1,vafi
Cancer,43533238,1,vafi
CAD,43533242,1,vafi
DuraMed,43533244,1,vafi
CAD,43533247,1,vafi
CAD,43533248,1,vafi
HF,43533258,1,vafi
Lung,43533319,1,vafi
Cancer,43533341,1,vafi
CAD,43533352,1,vafi
CAD,43533353,1,vafi
CAD,43533354,1,vafi
Anemia,43533376,1,vafi
DuraMed,44782025,1,vafi
DuraMed,44782154,1,vafi
DuraMed,44782155,1,vafi
DuraMed,44782167,1,vafi
DuraMed,44782205,1,vafi
DuraMed,44782206,1,vafi
DuraMed,44782207,1,vafi
DuraMed,44782208,1,vafi
DuraMed,44782209,1,vafi
DuraMed,44782210,1,vafi
DuraMed,44782211,1,vafi
DuraMed,44782212,1,vafi
DuraMed,44782213,1,vafi
DuraMed,44782214,1,vafi
DuraMed,44782215,1,vafi
DuraMed,44782216,1,vafi
DuraMed,44782217,1,vafi
DuraMed,44782218,1,vafi
DuraMed,44782219,1,vafi
DuraMed,44782220,1,vafi
DuraMed,44782221,1,vafi
DuraMed,44782222,1,vafi
DuraMed,44782223,1,vafi
Depress,44786399,1,vafi
Depress,44786400,1,vafi
CVA,44786462,1,vafi
CVA,44786463,1,vafi
Cancer,44786494,1,vafi
DuraMed,44786575,1,vafi
DuraMed,44786577,1,vafi
PVD,44816356,1,vafi
PVD,44816357,1,vafi
PVD,44816390,1,vafi
PVD,44816391,1,vafi
PVD,44816392,1,vafi
PVD,44816393,1,vafi
PVD,44816394,1,vafi
PVD,44816395,1,vafi
PVD,44816396,1,vafi
PVD,44816397,1,vafi
PVD,44816398,1,vafi
PVD,44816399,1,vafi
PVD,44816400,1,vafi
PVD,44816454,1,vafi
PVD,44816455,1,vafi
PVD,44816456,1,vafi
PVD,44816457,1,vafi
PVD,44816458,1,vafi
PVD,44816459,1,vafi
PVD,44816460,1,vafi
CAD,44816484,1,vafi
Cancer,257503,1,vafi
Cancer,4335883,1,vafi
Cancer,4299418,1,vafi
Cancer,4298028,1,vafi
Cancer,4112752,1,vafi
Cancer,432845,1,vafi
Cancer,135489,1,vafi
Cancer,200051,1,vafi
Cancer,441520,1,vafi
Cancer,433716,1,vafi
Cancer,80340,1,vafi
Cancer,200054,1,vafi
Cancer,373151,1,vafi
Cancer,378696,1,vafi
Cancer,372567,1,vafi
Cancer,4162115,1,vafi
Cancer,373425,1,vafi
Cancer,432851,1,vafi
Cancer,45767695,1,vafi
Cancer,314600,1,vafi
Cancer,438703,1,vafi
Cancer,438698,1,vafi
Cancer,4002357,1,vafi
Cancer,45765770,1,vafi
Cancer,441521,1,vafi
Cancer,4003833,1,vafi
Cancer,200349,1,vafi
Cancer,4301668,1,vafi
Cancer,435492,1,vafi
Cancer,320347,1,vafi
Cancer,4003830,1,vafi
Cancer,440058,1,vafi
Cancer,4225982,1,vafi
Cancer,195195,1,vafi
Cancer,4082487,1,vafi
Cancer,4173974,1,vafi
Cancer,140352,1,vafi
Cancer,140967,1,vafi
Cancer,4002497,1,vafi
Cancer,40481524,1,vafi
Cancer,40483761,1,vafi
Cancer,4002496,1,vafi
Cancer,140057,1,vafi
Anemia,4120455,1,vafi
Anemia,4146087,1,vafi
Diabetes,192279,1,vafi
Diabetes,4033942,1,vafi
Diabetes,4234742,1,vafi
Diabetes,4114427,1,vafi
Diabetes,443733,1,vafi
Diabetes,4140466,1,vafi
Diabetes,443729,1,vafi
PVD,443729,1,vafi
Diabetes,4222876,1,vafi
PVD,4222876,1,vafi
Diabetes,4131908,1,vafi
PVD,4131908,1,vafi
Diabetes,4029423,1,vafi
Vision,376115,1,vafi
Vision,437273,1,vafi
Vision,432312,1,vafi
Vision,440396,1,vafi
Vision,436110,1,vafi
Vision,436398,1,vafi
Vision,4246656,1,vafi
Vision,381847,1,vafi
Hearing,43021779,1,vafi
CAD,46270163,1,vafi
CAD,36712983,1,vafi
CAD,37312532,1,vafi
HF,319835,1,vafi
HF,40479576,1,vafi
HF,40482727,1,vafi
CVA,4108952,1,vafi
CVA,4112023,1,vafi
CVA,4164092,1,vafi
CVA,443599,1,vafi
CVA,40481842,1,vafi
CVA,434056,1,vafi
CVA,40482266,1,vafi
CVA,43530742,1,vafi
CVA,40479575,1,vafi
CVA,443525,1,vafi
CVA,443609,1,vafi
CVA,40480938,1,vafi
PVD,37110250,1,vafi
PVD,40483538,1,vafi
PVD,317577,1,vafi
PVD,40484541,1,vafi
PVD,40484551,1,vafi
PVD,4316222,1,vafi
PVD,4325344,1,vafi
PVD,4171556,1,vafi
PVD,4132130,1,vafi
PVD,438452,1,vafi
PVD,4111861,1,vafi
PVD,44782747,1,vafi
PVD,44782743,1,vafi
PVD,43531681,1,vafi
PVD,40481089,1,vafi
PVD,4258295,1,vafi
PVD,46273489,1,vafi
PVD,44782754,1,vafi
PVD,44782741,1,vafi
PVD,44782759,1,vafi
PVD,44782752,1,vafi
CVA,40479572,1,vafi
Lung,46270492,1,vafi
Liver,40484532,1,vafi
Arthritis,4114439,1,vafi
Arthritis,81097,1,vafi
Arthritis,4117687,1,vafi
Arthritis,4116150,1,vafi
Arthritis,4271003,1,vafi
Arthritis,319825,1,vafi
Arthritis,4116440,1,vafi
Arthritis,4115161,1,vafi
Arthritis,4107913,1,vafi
Arthritis,4116151,1,vafi
Arthritis,4102493,1,vafi
PerNeuro,4102493,1,vafi
Arthritis,42534835,1,vafi
Arthritis,4084229,1,vafi
Arthritis,4035438,1,vafi
Arthritis,4035436,1,vafi
Arthritis,72994,1,vafi
Arthritis,72401,1,vafi
Arthritis,77073,1,vafi
Arthritis,81382,1,vafi
Arthritis,4117722,1,vafi
Arthritis,76196,1,vafi
Arthritis,4116928,1,vafi
Arthritis,40483262,1,vafi
Arthritis,44784340,1,vafi
Arthritis,4205509,1,vafi
Arthritis,4159739,1,vafi
Arthritis,4197477,1,vafi
Arthritis,75036,1,vafi
Arthritis,80802,1,vafi
Arthritis,4035441,1,vafi
Arthritis,46270472,1,vafi
Arthritis,46270438,1,vafi
Arthritis,46270440,1,vafi
Arthritis,46270453,1,vafi
Arthritis,46270412,1,vafi
Arthritis,46270465,1,vafi
Arthritis,46270466,1,vafi
Arthritis,46270467,1,vafi
Arthritis,46270425,1,vafi
Arthritis,4299408,1,vafi
Arthritis,46272381,1,vafi
Arthritis,4116008,1,vafi
Osteo,4222001,1,vafi
Muscular,78236,1,vafi
Osteo,438021,1,vafi
Osteo,45767040,1,vafi
Osteo,45767037,1,vafi
Osteo,45757320,1,vafi
Osteo,4050692,1,vafi
Osteo,197150,1,vafi
Falls,40441585,1,vafi
Falls,40305987,1,vafi
Falls,45771402,1,vafi
Falls,45766813,1,vafi
Falls,75634,1,vafi
Falls,45766818,1,vafi
Falls,438021,1,vafi
Falls,73574,1,vafi
Falls,45771403,1,vafi
Falls,4122189,1,vafi
Falls,40482293,1,vafi
Falls,40484013,1,vafi
Falls,197150,1,vafi
Falls,45766823,1,vafi
Falls,45771401,1,vafi
Cancer,443460,1,vafi
Incont,197378,1,vafi
Dementia,37396726,1,vafi
Fatigue,4223659,1,vafi
Falls,4017107,1,vafi
Falls,4134162,1,vafi
Falls,77405,1,vafi
Falls,45767635,1,vafi
Falls,4008519,1,vafi
Falls,45767095,1,vafi
Falls,45767664,1,vafi
Falls,45767650,1,vafi
Falls,45767662,1,vafi
Falls,81696,1,vafi
Falls,46273403,1,vafi
Falls,75943,1,vafi
Falls,80861,1,vafi
Falls,4113009,1,vafi
Falls,77129,1,vafi
Falls,4136722,1,vafi
Falls,4129406,1,vafi
Falls,437117,1,vafi
Falls,4049121,1,vafi
Falls,44788773,1,vafi
Falls,437692,1,vafi
Falls,432473,1,vafi
Falls,435956,1,vafi
Falls,4009606,1,vafi
Falls,45767653,1,vafi
Falls,4170313,1,vafi
Falls,4173673,1,vafi
Falls,45772782,1,vafi
Falls,440863,1,vafi
Falls,136834,1,vafi
Falls,4053590,1,vafi
Falls,4307254,1,vafi
Falls,4138412,1,vafi
Falls,441749,1,vafi
Falls,437175,1,vafi
Cancer,4033318,1,vafi
Cancer,136917,1,vafi
Cancer,4298026,1,vafi
Cancer,4111921,1,vafi
Cancer,133147,1,vafi
Cancer,436353,1,vafi
Cancer,4188545,1,vafi
Cancer,441513,1,vafi
Cancer,4003684,1,vafi
Cancer,195480,1,vafi
Cancer,375490,1,vafi
Cancer,374874,1,vafi
Cancer,46270513,1,vafi
Cancer,78987,1,vafi
Cancer,4312290,1,vafi
Cancer,37018875,1,vafi
Cancer,199760,1,vafi
Cancer,315763,1,vafi
Cancer,442160,1,vafi
Cancer,141243,1,vafi
Cancer,435753,1,vafi
Cancer,4001329,1,vafi
Cancer,132841,1,vafi
Cancer,200343,1,vafi
Cancer,40486171,1,vafi
Cancer,439293,1,vafi
Cancer,192560,1,vafi
Cancer,439266,1,vafi
Cancer,4299149,1,vafi
Cancer,40488896,1,vafi
Cancer,434592,1,vafi
Cancer,40481357,1,vafi
Cancer,4038838,1,vafi
Cancer,4216139,1,vafi
Cancer,4079683,1,vafi
Cancer,4173963,1,vafi
Cancer,140666,1,vafi
Cancer,4189938,1,vafi
Cancer,4093960,1,vafi
Cancer,81250,1,vafi
Cancer,442111,1,vafi
Cancer,444444,1,vafi
Anemia,134315,1,vafi
Thyroid,135778,1,vafi
Thyroid,133436,1,vafi
Diabetes,4095288,1,vafi
Diabetes,37110593,1,vafi
Arthritis,4152858,1,vafi
Diabetes,37016768,1,vafi
Diabetes,321822,1,vafi
Dementia,4182210,1,vafi
Depress,443797,1,vafi
Depress,437528,1,vafi
Depress,4009648,1,vafi
Anxiety,36684319,1,vafi
Depress,36684319,1,vafi
Dementia,4043378,1,vafi
PerNeuro,4180770,1,vafi
CVA,433195,1,vafi
Vision,4201531,1,vafi
Vision,441561,1,vafi
Vision,436975,1,vafi
Vision,435543,1,vafi
Vision,764524,1,vafi
Vision,4191001,1,vafi
Vision,765692,1,vafi
Vision,433768,1,vafi
Vision,374037,1,vafi
Vision,4109116,1,vafi
CAD,37115756,1,vafi
CAD,40482638,1,vafi
CAD,321318,1,vafi
CAD,4127089,1,vafi
CAD,40482655,1,vafi
CAD,40481132,1,vafi
CVA,46273649,1,vafi
CVA,45773220,1,vafi
CVA,372654,1,vafi
CVA,443551,1,vafi
CVA,43530687,1,vafi
CVA,443465,1,vafi
CVA,197303,1,vafi
PVD,36717279,1,vafi
PVD,197304,1,vafi
PVD,443358,1,vafi
PVD,442774,1,vafi
PVD,443593,1,vafi
PVD,74719,1,vafi
PVD,46273522,1,vafi
PVD,134380,1,vafi
PVD,4170620,1,vafi
PVD,432656,1,vafi
PVD,37016191,1,vafi
PVD,440738,1,vafi
PVD,435565,1,vafi
PVD,4149782,1,vafi
PVD,44782421,1,vafi
PVD,44782755,1,vafi
Liver,46269816,1,vafi
Arthritis,4116441,1,vafi
Arthritis,37395590,1,vafi
Arthritis,46273162,1,vafi
Arthritis,4142899,1,vafi
Arthritis,4247084,1,vafi
Arthritis,40490497,1,vafi
Arthritis,46270460,1,vafi
Arthritis,46270464,1,vafi
Arthritis,40482933,1,vafi
Arthritis,40482890,1,vafi
Arthritis,73568,1,vafi
Arthritis,73291,1,vafi
Arthritis,46273949,1,vafi
Arthritis,81937,1,vafi
Arthritis,44783376,1,vafi
Arthritis,44782455,1,vafi
Arthritis,73840,1,vafi
Arthritis,77631,1,vafi
Arthritis,46273523,1,vafi
Arthritis,46273641,1,vafi
Arthritis,4250767,1,vafi
Osteo,45767042,1,vafi
Osteo,4056579,1,vafi
Falls,45766815,1,vafi
Falls,35626772,1,vafi
Falls,45766819,1,vafi
Dementia,443432,1,vafi
Falls,444197,1,vafi
Falls,436526,1,vafi
Falls,4132083,1,vafi
Falls,78276,1,vafi
Falls,45771437,1,vafi
Falls,4008523,1,vafi
Falls,45767661,1,vafi
Falls,74182,1,vafi
Falls,437703,1,vafi
Falls,4169989,1,vafi
Falls,45767623,1,vafi
Falls,4015981,1,vafi
Falls,436299,1,vafi
Falls,4140830,1,vafi
Cancer,258375,1,vafi
Cancer,81237,1,vafi
Cancer,435493,1,vafi
Cancer,436640,1,vafi
Cancer,4244488,1,vafi
Cancer,4151263,1,vafi
Cancer,4312685,1,vafi
Cancer,4095598,1,vafi
Cancer,4092380,1,vafi
Cancer,4313634,1,vafi
Cancer,4300557,1,vafi
Cancer,133974,1,vafi
Cancer,4003175,1,vafi
Cancer,4091469,1,vafi
Cancer,4092223,1,vafi
Cancer,4114198,1,vafi
Cancer,4162859,1,vafi
Cancer,253717,1,vafi
Cancer,4281030,1,vafi
Cancer,4314071,1,vafi
Cancer,438373,1,vafi
Cancer,193434,1,vafi
Cancer,432267,1,vafi
Cancer,198088,1,vafi
Cancer,4147411,1,vafi
Cancer,4300704,1,vafi
Cancer,4001328,1,vafi
Cancer,138377,1,vafi
Cancer,434881,1,vafi
Cancer,4094548,1,vafi
Cancer,4038845,1,vafi
Cancer,134596,1,vafi
Cancer,132850,1,vafi
Cancer,321526,1,vafi
Cancer,317510,1,vafi
Cancer,4031111,1,vafi
Cancer,4001670,1,vafi
Cancer,257513,1,vafi
Cancer,442129,1,vafi
Anemia,254062,1,vafi
Anemia,22281,1,vafi
Anemia,443726,1,vafi
Thyroid,138718,1,vafi
Diabetes,376979,1,vafi
PerNeuro,4234742,1,vafi
Diabetes,4032787,1,vafi
Kidney,192279,1,vafi
Depress,44805552,1,vafi
Depress,439249,1,vafi
Depress,435225,1,vafi
Depress,437529,1,vafi
Depress,4307956,1,vafi
Chronpain,436096,1,vafi
Vision,4109420,1,vafi
Vision,436108,1,vafi
Vision,373188,1,vafi
Vision,44784454,1,vafi
Hearing,377889,1,vafi
Hearing,193210,1,vafi
Hearing,378161,1,vafi
CAD,43021857,1,vafi
HF,40480603,1,vafi
CVA,4111708,1,vafi
CVA,43530688,1,vafi
CVA,40480002,1,vafi
CVA,40481354,1,vafi
PVD,37016889,1,vafi
PVD,4151275,1,vafi
PVD,4241473,1,vafi
PVD,77310,1,vafi
PVD,40480453,1,vafi
PVD,40488439,1,vafi
PVD,44782751,1,vafi
PVD,4179911,1,vafi
Lung,46273487,1,vafi
Lung,37116845,1,vafi
Lung,45763750,1,vafi
Lung,253797,1,vafi
Liver,46273476,1,vafi
Liver,377604,1,vafi
Liver,4245975,1,vafi
Liver,4340390,1,vafi
