category,concept_id,score,fi
Arthritis,36685024,1,vafi
Arthritis,4211842,1,vafi
Arthritis,4286642,1,vafi
Arthritis,439678,1,vafi
Arthritis,75037,1,vafi
Arthritis,81383,1,vafi
Arthritis,4115360,1,vafi
Arthritis,77641,1,vafi
Arthritis,46273638,1,vafi
Arthritis,46273639,1,vafi
Arthritis,46270470,1,vafi
Arthritis,46270448,1,vafi
Arthritis,46270418,1,vafi
Arthritis,46270416,1,vafi
Arthritis,46270428,1,vafi
Arthritis,46272380,1,vafi
Osteo,4203555,1,vafi
Falls,45766820,1,vafi
Falls,77362,1,vafi
Falls,46270333,1,vafi
Cancer,45766974,1,vafi
Cancer,4067766,1,vafi
Cancer,73571,1,vafi
GaitAb,4114624,1,vafi
GaitAb,440377,1,vafi
Falls,4306943,1,vafi
Falls,437385,1,vafi
Falls,4133017,1,vafi
Falls,81141,1,vafi
Falls,45767161,1,vafi
Falls,45767654,1,vafi
Falls,4013323,1,vafi
Falls,45767135,1,vafi
Falls,44788772,1,vafi
Falls,4165404,1,vafi
Falls,4264281,1,vafi
Falls,40493184,1,vafi
Falls,4009610,1,vafi
Falls,4138156,1,vafi
Falls,435991,1,vafi
Falls,4055396,1,vafi
Falls,436292,1,vafi
Falls,4053863,1,vafi
Falls,4244882,1,vafi
Falls,4308870,1,vafi
Falls,4316727,1,vafi
Falls,4307211,1,vafi
Cancer,434880,1,vafi
Cancer,434590,1,vafi
Cancer,4109067,1,vafi
Cancer,81239,1,vafi
Cancer,4162994,1,vafi
Cancer,4162993,1,vafi
Cancer,201518,1,vafi
Cancer,4158563,1,vafi
Cancer,441515,1,vafi
Cancer,193719,1,vafi
Cancer,433975,1,vafi
Cancer,46271402,1,vafi
Cancer,435754,1,vafi
Cancer,193155,1,vafi
Cancer,442151,1,vafi
Cancer,198704,1,vafi
Cancer,40481901,1,vafi
Cancer,193428,1,vafi
Cancer,201813,1,vafi
Cancer,140664,1,vafi
Cancer,440965,1,vafi
Cancer,436652,1,vafi
Cancer,443719,1,vafi
Cancer,4079282,1,vafi
Cancer,4137687,1,vafi
Cancer,40482847,1,vafi
Cancer,4079686,1,vafi
Cancer,4095589,1,vafi
Cancer,133713,1,vafi
Cancer,4033300,1,vafi
Cancer,4031113,1,vafi
Cancer,194307,1,vafi
Cancer,37208036,1,vafi
Cancer,4316995,1,vafi
Cancer,37208037,1,vafi
Thyroid,4177975,1,vafi
Diabetes,376112,1,vafi
PerNeuro,376112,1,vafi
Diabetes,4227657,1,vafi
Kidney,200687,1,vafi
PerNeuro,318712,1,vafi
PVD,318712,1,vafi
Diabetes,4222415,1,vafi
Diabetes,43531616,1,vafi
Diabetes,443767,1,vafi
Dementia,378726,1,vafi
Depress,439246,1,vafi
Depress,4025677,1,vafi
Depress,433991,1,vafi
Anxiety,436075,1,vafi
Anxiety,443604,1,vafi
Dementia,380701,1,vafi
PerNeuro,40483299,1,vafi
PerNeuro,4174262,1,vafi
Chronpain,4331953,1,vafi
HTN,376965,1,vafi
Vision,45757804,1,vafi
Hearing,377572,1,vafi
CAD,443563,1,vafi
CAD,40481919,1,vafi
HF,40481042,1,vafi
CVA,4111720,1,vafi
CVA,40480946,1,vafi
PVD,138525,1,vafi
PVD,315558,1,vafi
PVD,442287,1,vafi
PVD,37312524,1,vafi
PVD,37312520,1,vafi
PVD,4177703,1,vafi
PVD,4327889,1,vafi
Lung,4146581,1,vafi
Lung,46270082,1,vafi
Lung,437906,1,vafi
Lung,4044215,1,vafi
Liver,4159144,1,vafi
Arthritis,42534837,1,vafi
Arthritis,42872407,1,vafi
Arthritis,46270455,1,vafi
Arthritis,4323893,1,vafi
Arthritis,4177851,1,vafi
Arthritis,4324765,1,vafi
Arthritis,44784338,1,vafi
Arthritis,4291025,1,vafi
Arthritis,4197476,1,vafi
Arthritis,80183,1,vafi
Arthritis,46270454,1,vafi
Arthritis,46270452,1,vafi
Arthritis,46270431,1,vafi
Arthritis,46270424,1,vafi
Falls,4201705,1,vafi
Kidney,193782,1,vafi
GaitAb,4092743,1,vafi
Dementia,4116731,1,vafi
Falls,40483811,1,vafi
Falls,437409,1,vafi
Falls,4170449,1,vafi
Falls,4133018,1,vafi
Falls,4008520,1,vafi
Falls,76240,1,vafi
Falls,436248,1,vafi
Falls,45771398,1,vafi
Falls,40493210,1,vafi
Falls,439615,1,vafi
Falls,436882,1,vafi
Falls,433657,1,vafi
Falls,441192,1,vafi
Falls,442031,1,vafi
Cancer,4153890,1,vafi
Cancer,4298740,1,vafi
Cancer,4295624,1,vafi
Cancer,4115027,1,vafi
Cancer,254583,1,vafi
Cancer,4089777,1,vafi
Cancer,133711,1,vafi
Cancer,377811,1,vafi
Cancer,4246137,1,vafi
Cancer,46273652,1,vafi
Cancer,4315806,1,vafi
Cancer,78097,1,vafi
Cancer,4246450,1,vafi
Cancer,432271,1,vafi
Cancer,37017321,1,vafi
Cancer,440351,1,vafi
Cancer,442161,1,vafi
Cancer,194594,1,vafi
Cancer,194593,1,vafi
Cancer,40481522,1,vafi
Cancer,4003188,1,vafi
Cancer,132575,1,vafi
Cancer,4003184,1,vafi
Cancer,138708,1,vafi
Diabetes,4174977,1,vafi
Diabetes,4226798,1,vafi
Depress,440078,1,vafi
Depress,4141454,1,vafi
Muscular,4300305,1,vafi
Vision,437269,1,vafi
Vision,4042550,1,vafi
Hearing,374053,1,vafi
CVA,4338227,1,vafi
CVA,4111716,1,vafi
PVD,35615028,1,vafi
PVD,37312531,1,vafi
PVD,44782744,1,vafi
Lung,438782,1,vafi
Lung,4341520,1,vafi
Liver,46269835,1,vafi
Liver,46269818,1,vafi
Liver,4026136,1,vafi
Arthritis,37108590,1,vafi
Arthritis,4117686,1,vafi
Arthritis,40482662,1,vafi
Arthritis,4114600,1,vafi
Arthritis,443582,1,vafi
Arthritis,79904,1,vafi
Arthritis,46270475,1,vafi
Arthritis,46270471,1,vafi
Arthritis,46270459,1,vafi
Arthritis,46270413,1,vafi
Arthritis,46273508,1,vafi
Falls,196858,1,vafi
Kidney,4058977,1,vafi
GaitAb,437643,1,vafi
Dementia,4009705,1,vafi
Dementia,4254485,1,vafi
Falls,77702,1,vafi
Falls,77115,1,vafi
Falls,435443,1,vafi
Falls,441765,1,vafi
Cancer,4157454,1,vafi
Cancer,37016171,1,vafi
Cancer,4091467,1,vafi
Cancer,137809,1,vafi
Cancer,436054,1,vafi
Cancer,4110889,1,vafi
Cancer,4246451,1,vafi
Cancer,443252,1,vafi
Cancer,442163,1,vafi
Cancer,4038841,1,vafi
Cancer,195761,1,vafi
Cancer,439265,1,vafi
Cancer,135759,1,vafi
Cancer,437818,1,vafi
Cancer,133154,1,vafi
Cancer,134305,1,vafi
Cancer,141816,1,vafi
Cancer,4133599,1,vafi
Cancer,442104,1,vafi
Cancer,444459,1,vafi
Anemia,140681,1,vafi
Anemia,317248,1,vafi
Anemia,45768812,1,vafi
Thyroid,138717,1,vafi
Diabetes,4226238,1,vafi
Diabetes,37017432,1,vafi
PerNeuro,37017432,1,vafi
Depress,439261,1,vafi
Depress,4177651,1,vafi
Anxiety,435230,1,vafi
Vision,441284,1,vafi
Vision,4143365,1,vafi
Vision,4150173,1,vafi
CAD,316427,1,vafi
CVA,4153380,1,vafi
PVD,46271459,1,vafi
PVD,37312529,1,vafi
PVD,201043,1,vafi
PVD,3655084,1,vafi
Lung,45769351,1,vafi
Arthritis,4184657,1,vafi
Arthritis,4035437,1,vafi
Arthritis,79112,1,vafi
Arthritis,80495,1,vafi
Arthritis,74124,1,vafi
Arthritis,4116594,1,vafi
Arthritis,73553,1,vafi
Arthritis,4323193,1,vafi
Arthritis,78505,1,vafi
Arthritis,4116007,1,vafi
Arthritis,46270474,1,vafi
Osteo,4110914,1,vafi
Kidney,4140207,1,vafi
Incont,195079,1,vafi
Falls,45767649,1,vafi
Falls,436247,1,vafi
Kidney,46270032,1,vafi
Cancer,261236,1,vafi
Cancer,4291454,1,vafi
Cancer,4297668,1,vafi
Cancer,4097283,1,vafi
Cancer,37016170,1,vafi
Cancer,440956,1,vafi
Cancer,432263,1,vafi
Cancer,4187850,1,vafi
Cancer,4246808,1,vafi
Cancer,438095,1,vafi
Cancer,199752,1,vafi
Cancer,443391,1,vafi
Cancer,201242,1,vafi
Cancer,194876,1,vafi
Cancer,442158,1,vafi
Cancer,442162,1,vafi
Cancer,198374,1,vafi
Cancer,194878,1,vafi
Cancer,315481,1,vafi
Cancer,434877,1,vafi
Cancer,133438,1,vafi
Cancer,198100,1,vafi
Anemia,40485018,1,vafi
Anemia,443721,1,vafi
Anemia,321263,1,vafi
Diabetes,4048028,1,vafi
Diabetes,4226354,1,vafi
PVD,4226354,1,vafi
Diabetes,36714116,1,vafi
Diabetes,4044391,1,vafi
PerNeuro,4044391,1,vafi
Diabetes,443730,1,vafi
Anxiety,433993,1,vafi
Chronpain,440704,1,vafi
Vision,437553,1,vafi
Vision,376978,1,vafi
Vision,4260194,1,vafi
Vision,4164640,1,vafi
Vision,4164639,1,vafi
CAD,46270162,1,vafi
HF,40481043,1,vafi
CVA,432923,1,vafi
PVD,36717286,1,vafi
PVD,4299440,1,vafi
PVD,44782762,1,vafi
Lung,45768910,1,vafi
Lung,256449,1,vafi
Lung,4311555,1,vafi
Liver,4340383,1,vafi
Arthritis,36685022,1,vafi
Arthritis,4009619,1,vafi
Arthritis,4117689,1,vafi
Arthritis,46270461,1,vafi
Arthritis,72991,1,vafi
Arthritis,4175848,1,vafi
Arthritis,4035751,1,vafi
Arthritis,46270435,1,vafi
Incont,193326,1,vafi
Fatigue,43530645,1,vafi
Falls,4132082,1,vafi
Falls,45767663,1,vafi
Falls,4167914,1,vafi
Cancer,4247348,1,vafi
Cancer,198085,1,vafi
Cancer,4092235,1,vafi
Cancer,4091464,1,vafi
Cancer,201801,1,vafi
Cancer,198104,1,vafi
Cancer,315202,1,vafi
Cancer,433161,1,vafi
Cancer,35610325,1,vafi
Cancer,4041800,1,vafi
Cancer,40487528,1,vafi
Cancer,138099,1,vafi
Cancer,135766,1,vafi
Cancer,438107,1,vafi
Cancer,37018338,1,vafi
Cancer,37018339,1,vafi
Anemia,443738,1,vafi
Diabetes,37016350,1,vafi
Diabetes,4159742,1,vafi
Dementia,435243,1,vafi
Dementia,374623,1,vafi
Depress,439253,1,vafi
Depress,4310821,1,vafi
Depress,436072,1,vafi
PD,4248716,1,vafi
Chronpain,44784644,1,vafi
PerNeuro,194913,1,vafi
Vision,376116,1,vafi
Hearing,374367,1,vafi
HF,40480602,1,vafi
HF,44782733,1,vafi
CVA,4111717,1,vafi
CVA,45766121,1,vafi
PVD,36717006,1,vafi
PVD,37016882,1,vafi
PVD,37109512,1,vafi
Lung,45768965,1,vafi
Lung,45769350,1,vafi
Lung,4252581,1,vafi
Lung,36714118,1,vafi
Arthritis,762446,1,vafi
Arthritis,46270456,1,vafi
Arthritis,46270457,1,vafi
Arthritis,81945,1,vafi
Arthritis,44784341,1,vafi
Arthritis,46270446,1,vafi
Arthritis,46270442,1,vafi
Cancer,4144316,1,vafi
Incont,443524,1,vafi
Incont,4216708,1,vafi
Dementia,4220292,1,vafi
Falls,439384,1,vafi
Falls,444198,1,vafi
Falls,46273404,1,vafi
Falls,440545,1,vafi
Falls,4151985,1,vafi
Falls,435172,1,vafi
Falls,4311377,1,vafi
Falls,4050586,1,vafi
Falls,434549,1,vafi
Falls,4236512,1,vafi
Cancer,444203,1,vafi
Cancer,4180312,1,vafi
Cancer,4187851,1,vafi
Cancer,4281027,1,vafi
Cancer,443565,1,vafi
Cancer,434300,1,vafi
Cancer,192268,1,vafi
Cancer,200355,1,vafi
Cancer,442169,1,vafi
Cancer,4082311,1,vafi
Cancer,4139358,1,vafi
PVD,321822,1,vafi
Depress,433992,1,vafi
Depress,4263748,1,vafi
Vision,253482,1,vafi
Vision,372897,1,vafi
Vision,375548,1,vafi
Vision,376402,1,vafi
CAD,43020460,1,vafi
CVA,44782781,1,vafi
PVD,36712807,1,vafi
PVD,4256889,1,vafi
PVD,44782760,1,vafi
Lung,4138760,1,vafi
Lung,45769438,1,vafi
Lung,317009,1,vafi
Lung,40483342,1,vafi
Lung,435853,1,vafi
Arthritis,42534834,1,vafi
Arthritis,134453,1,vafi
Arthritis,4118008,1,vafi
Arthritis,76789,1,vafi
Arthritis,4114604,1,vafi
Arthritis,46270420,1,vafi
Incont,4258293,1,vafi
Fatigue,432738,1,vafi
Falls,381135,1,vafi
Cancer,4297667,1,vafi
Cancer,432264,1,vafi
Cancer,4147162,1,vafi
Cancer,193144,1,vafi
Cancer,442157,1,vafi
Cancer,435203,1,vafi
Cancer,4041798,1,vafi
Cancer,436651,1,vafi
Cancer,4097560,1,vafi
Cancer,135765,1,vafi
Cancer,316356,1,vafi
Cancer,132853,1,vafi
Cancer,134603,1,vafi
Cancer,37208031,1,vafi
Thyroid,136932,1,vafi
Thyroid,137519,1,vafi
Diabetes,4191611,1,vafi
Depress,435226,1,vafi
Depress,372599,1,vafi
Depress,436086,1,vafi
Depress,4323418,1,vafi
Vision,377290,1,vafi
Hearing,4150172,1,vafi
Hearing,43021778,1,vafi
AFIB,313217,1,vafi
HF,40479192,1,vafi
HF,4229440,1,vafi
PVD,4124841,1,vafi
Lung,45768963,1,vafi
Lung,45769352,1,vafi
Liver,46269836,1,vafi
Arthritis,37108591,1,vafi
Arthritis,35609009,1,vafi
Arthritis,37108607,1,vafi
Arthritis,4344258,1,vafi
Arthritis,4153359,1,vafi
Arthritis,4116926,1,vafi
Arthritis,44784339,1,vafi
Arthritis,46270436,1,vafi
Arthritis,46270429,1,vafi
Kidney,133810,1,vafi
Incont,197675,1,vafi
Falls,40481145,1,vafi
Cancer,4311499,1,vafi
Cancer,4149851,1,vafi
Cancer,36684817,1,vafi
Cancer,198985,1,vafi
Cancer,4038839,1,vafi
Cancer,4038842,1,vafi
Cancer,136928,1,vafi
Cancer,313980,1,vafi
Cancer,442168,1,vafi
Cancer,439267,1,vafi
Cancer,439270,1,vafi
Cancer,436059,1,vafi
Cancer,135496,1,vafi
Cancer,134597,1,vafi
Cancer,4002494,1,vafi
Cancer,4031109,1,vafi
Cancer,198402,1,vafi
Cancer,37208034,1,vafi
Anemia,4216915,1,vafi
Thyroid,140976,1,vafi
Thyroid,138387,1,vafi
Diabetes,43530690,1,vafi
Arthritis,46270483,1,vafi
Depress,442306,1,vafi
Muscular,436675,1,vafi
PD,4171569,1,vafi
Chronpain,4150125,1,vafi
Hearing,377574,1,vafi
CVA,4006294,1,vafi
CVA,374384,1,vafi
PVD,37312519,1,vafi
PVD,318443,1,vafi
PVD,320739,1,vafi
PVD,436136,1,vafi
PVD,314962,1,vafi
PVD,4207615,1,vafi
Liver,4064161,1,vafi
Arthritis,37108605,1,vafi
Arthritis,36685020,1,vafi
Arthritis,46270468,1,vafi
Arthritis,75620,1,vafi
Arthritis,46270450,1,vafi
PerNeuro,46270482,1,vafi
Falls,4050692,1,vafi
Fatigue,4272240,1,vafi
Falls,444196,1,vafi
Falls,434770,1,vafi
Cancer,201519,1,vafi
Cancer,4244051,1,vafi
Cancer,4294416,1,vafi
Cancer,4116241,1,vafi
Cancer,36684820,1,vafi
Cancer,254591,1,vafi
Cancer,37018934,1,vafi
Cancer,434302,1,vafi
Cancer,200338,1,vafi
Cancer,40479608,1,vafi
Cancer,135764,1,vafi
Cancer,4041799,1,vafi
Diabetes,201530,1,vafi
Arthritis,4196141,1,vafi
Diabetes,4196141,1,vafi
PerNeuro,4226354,1,vafi
Depress,439272,1,vafi
Vision,4224741,1,vafi
Vision,45757715,1,vafi
Vision,376405,1,vafi
Vision,377286,1,vafi
CAD,764123,1,vafi
CAD,36712982,1,vafi
HF,443580,1,vafi
HF,44782719,1,vafi
CVA,4111721,1,vafi
PVD,432346,1,vafi
Lung,45768908,1,vafi
Lung,313236,1,vafi
Lung,4195014,1,vafi
Lung,4296638,1,vafi
Lung,45768996,1,vafi
Liver,4340386,1,vafi
Liver,4059299,1,vafi
Arthritis,35609010,1,vafi
Arthritis,4216972,1,vafi
Arthritis,4101425,1,vafi
Arthritis,46270444,1,vafi
Osteo,4203556,1,vafi
Muscular,79908,1,vafi
Falls,4159165,1,vafi
Falls,4142989,1,vafi
Cancer,4299417,1,vafi
Cancer,4153887,1,vafi
Cancer,4038843,1,vafi
Cancer,439285,1,vafi
Cancer,4038835,1,vafi
Cancer,134879,1,vafi
Anemia,36713112,1,vafi
Anemia,4239484,1,vafi
Arthritis,4114427,1,vafi
Diabetes,443731,1,vafi
Kidney,443731,1,vafi
Diabetes,45757363,1,vafi
Dementia,37109056,1,vafi
Dementia,374888,1,vafi
Depress,441834,1,vafi
Depress,439248,1,vafi
Depress,4220618,1,vafi
Chronpain,44784631,1,vafi
HF,44782718,1,vafi
Lung,4045227,1,vafi
Lung,40491883,1,vafi
Arthritis,42534836,1,vafi
Arthritis,78506,1,vafi
Arthritis,44782456,1,vafi
Arthritis,4083695,1,vafi
Arthritis,46270426,1,vafi
Falls,192759,1,vafi
Incont,40490423,1,vafi
Incont,193874,1,vafi
Incont,4096856,1,vafi
Falls,434500,1,vafi
Falls,436583,1,vafi
Cancer,443381,1,vafi
Cancer,443380,1,vafi
Cancer,40481907,1,vafi
Cancer,321522,1,vafi
Cancer,442150,1,vafi
Cancer,133158,1,vafi
Cancer,760936,1,vafi
Cancer,132572,1,vafi
Cancer,135762,1,vafi
Cancer,4001315,1,vafi
Cancer,437238,1,vafi
Cancer,438990,1,vafi
Anemia,26942,1,vafi
Anemia,432881,1,vafi
Thyroid,134618,1,vafi
Thyroid,134608,1,vafi
Diabetes,4175440,1,vafi
Diabetes,4029420,1,vafi
PerNeuro,37017431,1,vafi
Diabetes,43531578,1,vafi
Kidney,43531578,1,vafi
Diabetes,4221495,1,vafi
Dementia,43530666,1,vafi
Depress,439273,1,vafi
Depress,442600,1,vafi
Dementia,439795,1,vafi
Vision,45772121,1,vafi
Vision,376977,1,vafi
CAD,4198141,1,vafi
CAD,36712779,1,vafi
PVD,36712805,1,vafi
PVD,35611566,1,vafi
PVD,44782819,1,vafi
PVD,198446,1,vafi
Arthritis,46270422,1,vafi
Osteo,4204781,1,vafi
Falls,4056579,1,vafi
Incont,200848,1,vafi
Fatigue,37396808,1,vafi
Falls,42873157,1,vafi
Falls,75932,1,vafi
PerNeuro,372243,1,vafi
Cancer,40492482,1,vafi
Cancer,4312802,1,vafi
Cancer,4160276,1,vafi
Cancer,40482859,1,vafi
Cancer,443382,1,vafi
Cancer,46271647,1,vafi
Cancer,198381,1,vafi
Cancer,193157,1,vafi
Cancer,4002356,1,vafi
Cancer,437504,1,vafi
Cancer,196055,1,vafi
Cancer,141524,1,vafi
Cancer,135204,1,vafi
Cancer,437233,1,vafi
Cancer,37208045,1,vafi
Cancer,759931,1,vafi
Anemia,35624756,1,vafi
Thyroid,4229431,1,vafi
PerNeuro,377821,1,vafi
Diabetes,43531563,1,vafi
Diabetes,4099651,1,vafi
Dementia,37018688,1,vafi
Vision,45757711,1,vafi
HF,443587,1,vafi
CVA,4288310,1,vafi
CVA,4112026,1,vafi
PVD,321882,1,vafi
Lung,45768964,1,vafi
Lung,45771045,1,vafi
Lung,45763749,1,vafi
Arthritis,37108614,1,vafi
Arthritis,37119224,1,vafi
Arthritis,37108606,1,vafi
Arthritis,46270458,1,vafi
Arthritis,4181453,1,vafi
HTN,45757756,1,vafi
Fatigue,437113,1,vafi
FtoThrive,438567,1,vafi
Falls,437106,1,vafi
Cancer,443384,1,vafi
Cancer,136655,1,vafi
Cancer,434299,1,vafi
Cancer,442159,1,vafi
Cancer,439282,1,vafi
Cancer,439281,1,vafi
Cancer,4091768,1,vafi
Cancer,4097561,1,vafi
Cancer,435758,1,vafi
Cancer,4040380,1,vafi
Cancer,138378,1,vafi
Cancer,195760,1,vafi
Cancer,35610328,1,vafi
Cancer,4287493,1,vafi
Cancer,37208046,1,vafi
Cancer,759930,1,vafi
Cancer,194306,1,vafi
Diabetes,376065,1,vafi
PerNeuro,376065,1,vafi
Diabetes,37016349,1,vafi
Muscular,4269485,1,vafi
HF,319825,1,vafi
CAD,45766241,1,vafi
PVD,36712806,1,vafi
PVD,36712963,1,vafi
PVD,36717267,1,vafi
Lung,45771019,1,vafi
Liver,196463,1,vafi
Arthritis,46273541,1,vafi
Arthritis,75040,1,vafi
Arthritis,46273507,1,vafi
Osteo,440812,1,vafi
Osteo,4115181,1,vafi
Cancer,45757298,1,vafi
Falls,4243161,1,vafi
Cancer,45890688,1,vafi
Cancer,45890689,1,vafi
Cancer,45890690,1,vafi
Lung,45890699,1,vafi
Depress,45890759,1,vafi
Cancer,45890780,1,vafi
Cancer,45890783,1,vafi
Cancer,45890784,1,vafi
